airport,Med Rain,Str Rain,Low Snow,LM Snow,MH Snow,H Snow,Severe Cold,Low Vis,Very Low Vis,Min Vis,Normal,Month,Hour,count
KRDU,0.0078045104687559,0.0003767694710299,0.0104957209757097,0.0012917810434506,0.0015070778835557,0.,0.,0.0204531998494646,0.,0.006458905215561,0.951612035092472,1,0,7
KRDU,0.0091659028413346,0.0030732733051189,0.0137488542620019,0.0045290343455155,0.0019410147190224,0.,0.,0.0161751226613449,0.,0.0092737369922031,0.942093060873459,1,1,7
KRDU,0.0056842789083394,0.0020030316154762,0.0135881333906921,0.0003789519272983,0.0022737115637895,0.,0.,0.0129385015156478,0.,0.0129926375054239,0.950140753573333,1,2,7
KRDU,0.0111217539384759,0.0076096211155059,0.0096849723289777,0.0025542784164521,0.0043103448273795,0.,0.,0.0197956577259702,0.,0.0155917411662913,0.929331630480948,1,3,7
KRDU,0.0134560525319717,0.0066203778453691,0.018946121965377,0.,0.0030679799774249,0.,0.,0.0130254588517606,0.,0.0241132461380602,0.920770762690037,1,4,6
KRDU,0.014769858746734,0.0033836403673129,0.016005156023091,0.0008056286591788,0.0034373489447415,0.,0.,0.0194962135452612,0.,0.019335087813538,0.922767065900143,1,5,7
KRDU,0.019735777837618,0.0042599083310922,0.0135885683477032,0.0036667565384485,0.0021029927200407,0.0004853060123171,0.,0.0171474791046952,0.,0.0251280668641166,0.913885144243969,1,6,8
KRDU,0.0086299892128854,0.0065264293415735,0.0113807982738921,0.0038295577133238,0.0037756202800016,0.,0.,0.0111111111112367,0.,0.0368392664510562,0.917907227616031,1,7,7
KRDU,0.0077159661138858,0.0047482868399231,0.0147844385691696,0.0042626665945584,0.0014029029297974,0.,0.,0.0203420924831931,0.,0.0352344466626951,0.911509199806777,1,8,7
KRDU,0.0032996159459511,0.0049764699519302,0.0194731432898659,0.0022177746524475,0.0005950127119087,0.,0.,0.0152539622438983,0.,0.0236923243352668,0.930491696868731,1,9,7
KRDU,0.0094519966011692,0.0042480883598635,0.0241079014447569,0.,0.,0.,0.,0.0095581988105275,0.,0.0127442650807033,0.93988954970298,1,10,5
KRDU,0.0112945732259329,0.,0.0313021029412155,0.,0.0005378368203094,0.,0.,0.0032270209218561,0.,0.0032270209218561,0.95041144516883,1,11,5
KRDU,0.0108766233764249,0.0047619047612622,0.0227272727272727,0.0003787878789107,0.,0.,0.,0.0040043290045747,0.,0.0032467532467533,0.954004329004801,1,12,6
KRDU,0.0118806606290015,0.0025572722419349,0.0131592967508062,0.0040490143841335,0.0015982951515582,0.,0.,0.0071923281831283,0.,0.0063931806073492,0.953169952052088,1,13,7
KRDU,0.0061834605868803,0.0034412302399246,0.0177438434240301,0.0012904613400421,0.0004839230023045,0.,0.,0.0049467684695043,0.,0.0032261533498237,0.96268415958749,1,14,7
KRDU,0.0027389903330576,0.0007518796994914,0.0116004296457588,0.0042964554244593,0.0033297529536043,0.0001074113854005,0.,0.0032223415682038,0.,0.0035982814179495,0.970354457572075,1,15,8
KRDU,0.007311434868566,0.0073114348680028,0.0112359550568443,0.0009676899089755,0.0011289715604714,0.,0.,0.0009676899095388,0.,0.0060749422072851,0.965001881620316,1,16,7
KRDU,0.010104810535042,0.0045149153454563,0.0118785272772361,0.0005912389144401,0.,0.,0.,0.0103198065034173,0.,0.0064498790647766,0.956140822359632,1,17,6
KRDU,0.0047372954354549,0.0032299741602042,0.0212101636518758,0.0048449612405883,0.,0.,0.,0.012220068906604,0.,0.0032299741602042,0.950527562445069,1,18,6
KRDU,0.001665771090708,0.0015583019882815,0.0200967221931748,0.0012896292313706,0.0003761418593374,0.,0.,0.0096184846854737,0.,0.0032240730789895,0.962170875872665,1,19,7
KRDU,0.,0.0005915886846912,0.0177476605362281,0.0045713671073895,0.0019361084219598,0.0009142734215906,0.,0.0131225126386041,0.,0.0064536947402417,0.954662794449295,1,20,7
KRDU,0.0064505724883049,0.,0.0128473902056955,0.0052142127612202,0.0023114551419899,0.,0.,0.0166102241573006,0.,0.0044616459712371,0.952104499274252,1,21,6
KRDU,0.0017745751771479,0.0021510002149125,0.0126909012689418,0.000537750053869,0.0010217251021821,0.,0.,0.0149494514949662,0.,0.0104323510434808,0.9564422456445,1,22,7
KRDU,0.0089688506976726,0.0036519871108609,0.013856068742957,0.0036519871102982,0.,0.,0.,0.0125134264231516,0.,0.0100429645543047,0.947314715360755,1,23,6
KRDU,0.0115113036251165,0.0058149884293813,0.0149528273896599,0.0045689194804502,0.001839435115296,0.,0.,0.0151308372395072,0.,0.0135287485908815,0.932652940129707,2,0,7
KRDU,0.0092526690387731,0.0013048635824229,0.0141755634642443,0.0067615658357396,0.,0.,0.,0.0182680901539211,0.,0.0142348754448399,0.936002372480059,2,1,6
KRDU,0.0124581301049649,0.0007639419403523,0.0105188928716681,0.0019980019981287,0.0019980019981287,0.,0.,0.0330845624963247,0.,0.0186871951574473,0.920491273432985,2,2,7
KRDU,0.013153238173631,0.0046006842047451,0.0202901970035936,0.0008847469622133,0.,0.,0.,0.0212339270968271,0.,0.0251857968622038,0.914651409696786,2,3,6
KRDU,0.0133214920072392,0.,0.0201894612202353,0.,0.,0.,0.,0.0308466548252823,0.,0.0201894612202353,0.915452930727008,2,4,4
KRDU,0.0035391966023802,0.0028903438917585,0.0140977997992958,0.,0.,0.,0.,0.0248923494371118,0.,0.0168701704712222,0.937710139798232,2,5,5
KRDU,0.0035481963335286,0.0070963926670573,0.0157894736839236,0.,0.,0.,0.,0.0219988172683731,0.,0.011886457717104,0.939680662330013,2,6,5
KRDU,0.0163614884817975,0.0012994683992696,0.0109273479028648,0.,0.,0.0010041346717972,0.,0.0175428233910683,0.,0.0227406969869091,0.930124040166293,2,7,6
KRDU,0.0098623988662002,0.0037205456799783,0.0131104943008466,0.0010630130516876,0.0015354632964008,0.,0.,0.0070867536762671,0.,0.0283470147050683,0.935274316423551,2,8,7
KRDU,0.0177588350210159,0.0025454330193523,0.0117800272302061,0.,0.0016574912684876,0.0001775883501729,0.,0.0055644349729126,0.,0.0142070680163165,0.946309122121536,2,9,7
KRDU,0.0135191224424272,0.,0.0091906314859943,0.0016009487100667,0.0001778831906287,0.,0.,0.0045063741476828,0.,0.007886154758445,0.963118885264755,2,10,6
KRDU,0.0040746427304251,0.0058462265263428,0.0055509625600472,0.0004133695524427,0.0035431675912167,0.0003543167590598,0.,0.,0.,0.,0.980217314280466,2,11,6
KRDU,0.0132485426604375,0.0042984160631861,0.0045339457106445,0.,0.,0.,0.,0.0081257728320723,0.,0.0020020020018544,0.967791320731805,2,12,5
KRDU,0.0154337413515646,0.0092247649449011,0.0069185737094502,0.0037253858435025,0.,0.,0.,0.005440245993814,0.,0.0052037135591387,0.954053574597629,2,13,6
KRDU,0.0131081719405783,0.0011218705719981,0.007262635805333,0.003897024090576,0.0006495040153022,0.,0.,0.0107463391589547,0.,0.0066721776097724,0.956542276807485,2,14,7
KRDU,0.0087563601945901,0.0028399006036006,0.010531298071453,0.,0.,0.,0.,0.0099988167083941,0.,0.0035498757543457,0.964323748667617,2,15,5
KRDU,0.0176818450618991,0.0027794204605739,0.0046126552334042,0.0070963926670616,0.,0.,0.,0.0030159668835941,0.,0.0047900650500498,0.960023654643417,2,16,6
KRDU,0.009985818955768,0.0001772630583168,0.0102221697003968,0.000945402977896,0.0002363507446288,0.,0.,0.0051997163787377,0.,0.0035452611675744,0.969688017016681,2,17,7
KRDU,0.0035471475022161,0.001359739876025,0.0014779781258717,0.0035471475022161,0.0002955956249266,0.,0.,0.0135973987583916,0.,0.0012415016255588,0.974933490984794,2,18,7
KRDU,0.005732521718398,0.,0.,0.,0.0035458897228289,0.,0.,0.0187932155308075,0.,0.0022457301578123,0.969682642870153,2,19,4
KRDU,0.0021270310190805,0.0021270310190805,0.0070901033973478,0.,0.,0.,0.,0.0035450516986739,0.,0.0035450516986739,0.981565731167143,2,20,5
KRDU,0.0081252594741372,0.0057529209416376,0.0089555779608538,0.0033805824091381,0.0018978708262482,0.,0.,0.0007710100232022,0.,0.0063460055749179,0.964770772789865,2,21,7
KRDU,0.004137604917322,0.0013594987588937,0.0117035110537469,0.0022461283839899,0.0013003901170142,0.,0.,0.0010639555501154,0.,0.0070930370020081,0.97109587421691,2,22,7
KRDU,0.0065363325876363,0.0022965492872978,0.0164291602865752,0.,0.0002944293961396,0.,0.,0.0118360617125967,0.,0.0074785066541725,0.955128960075582,2,23,6
KRDU,0.0090327436954435,0.0063444271199417,0.,0.0036561105433133,0.0023657185869823,0.0002150653262429,0.,0.0047852035056663,0.,0.0161298994569538,0.957470831765456,3,0,7
KRDU,0.0108484455956558,0.0071243523309268,0.0032383419689116,0.,0.0032383419689116,0.,0.,0.0100928324704623,0.,0.0161917098445578,0.949265975820574,3,1,6
KRDU,0.0042599672312551,0.0026215182956728,0.0032768978700201,0.0032768978700201,0.,0.,0.,0.0131075914800805,0.,0.019333697432661,0.95412342982029,3,2,6
KRDU,0.0105951188665045,0.0070107005424171,0.0055874756204218,0.0007379684784398,0.,0.,0.,0.0138632649834949,0.,0.0189763322965849,0.943229139212137,3,3,6
KRDU,0.0060778829602894,0.0097353700523746,0.0062392426854374,0.,0.0004302925987042,0.,0.,0.0215684165232207,0.,0.0204926850250514,0.935456110154922,3,4,6
KRDU,0.0044568544278327,0.0109541964227773,0.0062288567898857,0.,0.,0.,0.,0.0239488804166048,0.,0.0276002792247599,0.92681093271814,3,5,5
KRDU,0.0107087122639028,0.0077490179193757,0.0004305009958341,0.,0.,0.,0.,0.0212021740298885,0.,0.0290588171985047,0.930850777592494,3,6,5
KRDU,0.0158158050460467,0.0085534455851668,0.0053795255256592,0.,0.,0.,0.,0.0152778524933681,0.,0.031255043305162,0.923718328044597,3,7,5
KRDU,0.0112286763120494,0.0019974087670636,0.0038868494928935,0.0007557762897664,0.0018354567049304,0.,0.,0.0141977974519121,0.,0.0262902180955271,0.939807816885858,3,8,7
KRDU,0.0092324208263108,0.0067096081592022,0.0006441223831394,0.001341921631728,0.0012345679013922,0.,0.,0.0109500805150576,0.,0.0183038110573991,0.951583467525771,3,9,7
KRDU,0.0205925049740775,0.0041937738580709,0.0011828592934898,0.,0.,0.,0.,0.0034948115482047,0.,0.0108070326365131,0.959729017689644,3,10,5
KRDU,0.0089377606844216,0.0093711066566729,0.0032500947944383,0.,0.,0.,0.,0.0032500947944383,0.,0.0065001895888767,0.968690753481152,3,11,5
KRDU,0.0189361242987283,0.0033987915407539,0.,0.,0.,0.,0.,0.0032369443245545,0.,0.0032369443245545,0.971191195511409,3,12,4
KRDU,0.0132513516379432,0.0100710272437483,0.0036043676457916,0.,0.,0.,0.,0.,0.,0.,0.973073253472517,3,13,3
KRDU,0.0119394921665731,0.0054024851431689,0.,0.,0.,0.,0.,0.0032414910859014,0.,0.0032414910859014,0.976175040518455,3,14,4
KRDU,0.01434327155493,0.0016653236636072,0.0010744023638718,0.0006446414180979,0.,0.,0.,0.,0.,0.0036529680368263,0.978619392962667,3,15,5
KRDU,0.0214247455809451,0.0063738618090867,0.,0.,0.,0.,0.,0.,0.,0.0027852169252479,0.96941617568472,3,16,3
KRDU,0.0072120559737228,0.0088266953709259,0.,0.,0.,0.,0.,0.0032292787944062,0.,0.0032292787944062,0.977502691066539,3,17,4
KRDU,0.0122897800777201,0.0049051315226641,0.,0.,0.,0.,0.,0.0040426908154259,0.,0.0032341526520019,0.975528244932188,3,18,4
KRDU,0.0133454818313321,0.013345481830209,0.0021438525033229,0.,0.0010719262510999,0.,0.,0.008414621073914,0.,0.0032157787544228,0.958462857755699,3,19,6
KRDU,0.0202684491389621,0.0071155193793469,0.,0.,0.,0.,0.,0.0079780065766894,0.,0.003449948789935,0.961188076115067,3,20,4
KRDU,0.0199549404569167,0.0060615813752661,0.,0.0032185387833918,0.,0.,0.,0.0122304473770012,0.,0.0034331080357678,0.955101383971656,3,21,5
KRDU,0.0085474680143861,0.013708203417715,0.0049457047630021,0.0008601225675031,0.0006450919254865,0.,0.,0.,0.,0.0030104289859793,0.968282980325928,3,22,6
KRDU,0.0063410177873221,0.008651727658272,0.0050513192542407,0.0016121231662111,0.,0.,0.,0.0014509108502093,0.,0.0146703208119015,0.962222580471843,3,23,6
KRDU,0.008580602302965,0.0025465013289362,0.,0.,0.,0.,0.,0.0066430469441935,0.,0.0033215234720968,0.978908325951809,4,0,4
KRDU,0.0148748404283947,0.0008880501748729,0.,0.,0.,0.,0.,0.0106010989617824,0.,0.0064938669035039,0.967142143531446,4,1,4
KRDU,0.0060087296637385,0.0085029193350532,0.0034011677342589,0.,0.,0.,0.,0.008049430304769,0.,0.0052151238589594,0.968822629103221,4,2,5
KRDU,0.0118814039677051,0.0073577501633326,0.0004905166774794,0.,0.,0.,0.,0.0093743187270647,0.,0.0058862001308945,0.965009810333524,4,3,5
KRDU,0.014537787149021,0.0022195094882093,0.,0.,0.,0.,0.,0.0070469426258058,0.,0.0033292642326047,0.972866496504359,4,4,4
KRDU,0.0081491404330212,0.002902433578692,0.,0.,0.,0.,0.,0.0079816923419878,0.,0.0086514847061214,0.972315248940178,4,5,4
KRDU,0.0072487826474575,0.0029880478082383,0.,0.,0.,0.,0.,0.01731961044714,0.,0.007580787959484,0.96486277113768,4,6,4
KRDU,0.0085408060731416,0.0011164452385562,0.,0.,0.,0.,0.,0.0139555654790277,0.,0.0159651669083119,0.960422016300963,4,7,4
KRDU,0.0092165898610676,0.0006107378825807,0.,0.,0.,0.,0.,0.0127144522790082,0.,0.007828549220108,0.969629670757236,4,8,4
KRDU,0.0037189165187716,0.0011656305504167,0.,0.,0.,0.,0.,0.0099911190053166,0.,0.0070492895205438,0.978075044404951,4,9,4
KRDU,0.0029559397662137,0.0045175683204609,0.,0.,0.,0.,0.,0.0066926938092589,0.,0.0063022866702588,0.979531511433808,4,10,4
KRDU,0.0060716454159179,0.0051333002152182,0.,0.,0.,0.,0.,0.004029364684473,0.,0.001766296848614,0.982999392835777,4,11,4
KRDU,0.0036227845282626,0.0076914502283361,0.,0.,0.,0.,0.,0.0033441087950049,0.,0.,0.985341656448396,4,12,3
